en-CA,fr-CA
Sub LTO Sauce 2,Verre réutilisable (froid)
SUB LTO Sce 1,Vert mélangé
SUB LTO Sce 2,Vinaigette miel et mourtarde d
Sub Mac Sauc,Vinaigette miel et mourtarde de Dijon
SUB Mac Sauce,Vinaigre
SUB Mont Jack Chs,Vinaigrette
Sub MontJak,Vinaigrettes
SUB Onion Rec,votre ajout exclusif McValeur
SUB Onion Red,Votre don aide les familles d’enfant malade.
SUB Onion Slv,Water
Sub Parm,Wrap épicé œuf et patate h.b.
SUB Parmesan Chs,Wrap fiesta ***
Sub Qtr Bun,"Wrap saucisse, bacon et œuf"
SUB Qtr Bun,Wrap-déjeuner avec poulet
Sub Qtr Meat,"Wrap-déjeuner avec saucisse, bacon et œuf"
SUB Qtr Meat,Wrap-déjeuner épicé avec œuf et patates hachées brunes
Sub Ranch,Wrap-éclair au poulet croust avec sauce Buffalo épicée
SUB Ranch Sauce,Wrap-éclair au poulet croustillant avec sauce Buffalo épicée
Sub Recon On,Wrap-éclair au poulet croustillant avec sauce Ranch
Sub Red On,Wrap-éclair au poulet grillé avec sauce Buffalo épicée
Sub Regular Bun,Wrap-éclair au poulet grillé avec sauce Ranch
Sub Rnd Egg,Wrap-éclair avec poulet croustillant
SUB Round Egg,Wrap-éclair avec poulet grillé
Sub Scramble,Wrap-éclair Buffalo croustil
Sub Shrd Let,Wrap-éclair Buffalo grillé
SUB Shred Let,Wrap-éclair croustil
Sub Slvr Onions,Wrap-éclair grillé
Sub Sunny Egg,Wrap-éclair laitue et tomate
Sub Tartar,Wrap-éclair mayo avec poulet croustillant
SUB Tartar Sauce,Wrap-éclair mayo avec poulet grillé
Sub Thai Sauce,Wrap-éclair mayo croustil
SUB Thai Sauce,Wrap-éclair mayo grillé
Sub Van syp,Wrap-éclair poul ***
SUB Vanilla Syrup,Wrap-éclair poulet croustillant ranch
Substitute Almond Beverage,Wrap-éclair Ranch avec poulet grillé
Substitute Bacon,Wrap-éclair Ranch croustil
Substitute Cilantro Lime Sauce,Wrap-éclair Ranch grillé
Substitute Habanero Sauce,Wraps
Substitute Lettuce Wrap,Wraps-déjeuner et burritos
Substitute Mayo-Style Sauce,Yogourt
Substitute Milk,Yougurt
Substitute Oat Beverage,
Substitute Sausage,
Substitute Sweet Chili Sauce,
Sugar,
Sugar Free Syrup,
Sugar Packet,
Sundae,
Sundaes & Cones,
Sunflower Seeds Pkt,
Sunflwr Seed Pkt,
Support CapitalCare Norwood,
Sweater Holiday Mug,
Sweet 'N Sour Sauce,
Sweet Chili Junior Chicken,
Sweet Chili Junior Chicken Extra Value Meal,
Sweet Chili McWrap,
Sweet Chili McWrap Extra Value Meal,
Sweet Chili McWrap with Crispy Chicken,
Sweet Chili McWrap with Crispy Chicken Extra Value Meal,
Sweet Chili McWrap with Grilled Chicken,
Sweet Chili McWrap with Grilled Chicken Extra Value Meal,
Sweet Chili Sauce,
Sweetened Cold Brew with Oat Beverage,
Swiss Cheese,
Swiss Cheese Sauce,
Syrup Flavour,
Tabouleh Salad,
Tartar Sauce,
Tartar Sauce Dip,
Tea,
Tea Bag Out,
Teriyaki Salad ***,
Thai Sauce,
The Huntr/x Meal,
The Saja Boys Breakfast Meal,
Three Cheese Caesar,
Toasted Bagels & More,
Toasted S’mores Cookie,
Tom & Mozza Chkn ***,
Tom & Mozza Chkn EVM ***,
Tomato,
Tomato & Herb Sauce,
Toronto Mug,
Tortilla,
Tortilla Strips,
Toy Boy Meal,
Toy Meal,
TR McValeur Wrap-éclair poulet croust sauce Buffalo,
Trad Softserve,
Tricolour Mug,
Triple Thick Milkshake,
Triple Triple,
Trpl Trpl,
Turkey,
Turkey & Cheddar BLT Croissant,
Turkey & Cheddar BLT Croissant Sandwich,
Upsize Charge,
Utensils,
Utensils / No utensils,
Valentine GC,
Valentine Gift Cert,
Value Bundle Meal,
Value Bundle Meal (Serves 4),
VanChai Frappé w/ Whipped Cream & Choc Drizzle,
Vanilla Chai Frappé,
Vanilla Cone,
Vanilla Ice Milk,
Vanilla Iced Coffee,
Vanilla Triple Thick Milkshake,
Variable Gift Card,
Vegetables,
Veggie Patty,
Vinegar Packet,
Violet Holiday Tumblr,
Water,
Watermelon Lime Syrup,
Weekday Paper,
Weekday Paper 2,
Weekday Paper 3,
Weekday Post,
Weekend Paper,
Weekend Paper 2,
Weekend Paper 3,
Weekend Post,
Wgrn Bagl w/ Spreads,
Wgrn Bagl w/ Spreads ***,
Whipped Cream,
Whipped Cream and Chocolate Dr,
Whipped Cream and Chocolate Drizzle,
White Cheddar Cheese,
White Toast,
White Toast Special,
Who-Hash Bites,
Whole Grain Bagel Happy Meal,
World Famous Fries,
XL Bergamia Grey Tea,
XL Chai Glow Tea,
XL Coffee,
XL Coffee Refill,
XL Decaf Coffee,
XL Decaf Coffee Refill,
XL Earl Grey Tea,
XL Green Tea,
XL Lemongrass Green Tea,
XL Orange Pekoe Tea,
XL Peppermint Tea,
XL Premium Roast Coffee,
XL Premium Roast Decaf Coffee,
XL Roaring Black Tea,
XL Senior Orange Pekoe Tea,
XL Senior Peppermint Tea,
Yogurt,
Your donation helps families with sick children,
Zesty Lime McWrap,
Zesty Lime McWrap Extra Value Meal,
