en-CA,fr-CA
SUB LTO Sce 1,Wrap épicé œuf et patate h.b.
SUB LTO Sce 2,Wrap fiesta ***
Sub Mac Sauc,"Wrap saucisse, bacon et œuf"
SUB Mac Sauce,Wrap-déjeuner avec poulet
SUB Mont Jack Chs,"Wrap-déjeuner avec saucisse, bacon et œuf"
Sub MontJak,Wrap-déjeuner épicé avec œuf et patates hachées brunes
SUB Onion Rec,Wrap-éclair au poulet croust avec sauce Buffalo épicée
SUB Onion Red,Wrap-éclair au poulet croustillant avec sauce Buffalo épicée
SUB Onion Slv,Wrap-éclair au poulet croustillant avec sauce Ranch
Sub Parm,Wrap-éclair au poulet grillé avec sauce Buffalo épicée
SUB Parmesan Chs,Wrap-éclair au poulet grillé avec sauce Ranch
Sub Qtr Bun,Wrap-éclair avec poulet croustillant
SUB Qtr Bun,Wrap-éclair avec poulet grillé
Sub Qtr Meat,Wrap-éclair Buffalo croustil
SUB Qtr Meat,Wrap-éclair Buffalo grillé
Sub Ranch,Wrap-éclair croustil
SUB Ranch Sauce,Wrap-éclair grillé
Sub Recon On,Wrap-éclair laitue et tomate
Sub Red On,Wrap-éclair mayo avec poulet croustillant
Sub Regular Bun,Wrap-éclair mayo avec poulet grillé
Sub Rnd Egg,Wrap-éclair mayo croustil
SUB Round Egg,Wrap-éclair mayo grillé
Sub Scramble,Wrap-éclair poul ***
Sub Shrd Let,Wrap-éclair poulet croustillant ranch
SUB Shred Let,Wrap-éclair Ranch avec poulet grillé
Sub Slvr Onions,Wrap-éclair Ranch croustil
Sub Sunny Egg,Wrap-éclair Ranch grillé
Sub Tartar,Wraps
SUB Tartar Sauce,Wraps-déjeuner et burritos
Sub Thai Sauce,Yogourt
SUB Thai Sauce,Yougurt
Sub Van syp,
SUB Vanilla Syrup,
Substitute Almond Beverage,
Substitute Bacon,
Substitute Cilantro Lime Sauce,
Substitute Habanero Sauce,
Substitute Lettuce Wrap,
Substitute Mayo-Style Sauce,
Substitute Milk,
Substitute Oat Beverage,
Substitute Sausage,
Substitute Sweet Chili Sauce,
Sugar,
Sugar Free Syrup,
Sugar Packet,
Sundae,
Sundaes & Cones,
Sunflower Seeds Pkt,
Sunflwr Seed Pkt,
Support CapitalCare Norwood,
Sweater Holiday Mug,
Sweet 'N Sour Sauce,
Sweet Chili Junior Chicken,
Sweet Chili Junior Chicken Extra Value Meal,
Sweet Chili McWrap,
Sweet Chili McWrap Extra Value Meal,
Sweet Chili McWrap with Crispy Chicken,
Sweet Chili McWrap with Crispy Chicken Extra Value Meal,
Sweet Chili McWrap with Grilled Chicken,
Sweet Chili McWrap with Grilled Chicken Extra Value Meal,
Sweet Chili Sauce,
Sweetened Cold Brew with Cream,
Sweetened Cold Brew with Oat Beverage,
Swiss Cheese,
Swiss Cheese Sauce,
Syrup Flavour,
Tabouleh Salad,
Tartar Sauce,
Tartar Sauce Dip,
Tea,
Tea Bag Out,
Teriyaki Salad ***,
Thai Sauce,
The Huntr/x Meal,
The Saja Boys Breakfast Meal,
Three Cheese Caesar,
Toasted Bagels & More,
Toasted S’mores Cookie,
Tom & Mozza Chkn ***,
Tom & Mozza Chkn EVM ***,
Tomato,
Tomato & Herb Sauce,
Toronto Mug,
Tortilla,
Tortilla Strips,
Toy Boy Meal,
Toy Meal,
TR McValeur Wrap-éclair poulet croust sauce Buffalo,
Trad Softserve,
Tricolour Mug,
Triple Thick Milkshake,
Triple Triple,
Trpl Trpl,
Turkey,
Turkey & Cheddar BLT Croissant,
Turkey & Cheddar BLT Croissant Sandwich,
Upsize Charge,
Utensils,
Utensils / No utensils,
Valentine GC,
Valentine Gift Cert,
Value Bundle Meal,
Value Bundle Meal (Serves 4),
VanChai Frappé w/ Whipped Cream & Choc Drizzle,
Vanilla Chai Frappé,
Vanilla Cone,
Vanilla Ice Milk,
Vanilla Iced Coffee,
Vanilla Triple Thick Milkshake,
Variable Gift Card,
Vegetables,
Veggie Patty,
Vinegar Packet,
Violet Holiday Tumblr,
Water,
Watermelon Lime Fruit Splash,
Watermelon Lime Syrup,
Weekday Paper,
Weekday Paper 2,
Weekday Paper 3,
Weekday Post,
Weekend Paper,
Weekend Paper 2,
Weekend Paper 3,
Weekend Post,
Wgrn Bagl w/ Spreads,
Wgrn Bagl w/ Spreads ***,
Whipped Cream,
Whipped Cream and Chocolate Dr,
Whipped Cream and Chocolate Drizzle,
White Cheddar Cheese,
White Chocolate McPops,
White Toast,
White Toast Special,
Who-Hash Bites,
Whole Grain Bagel Happy Meal,
World Famous Fries,
XL Bergamia Grey Tea,
XL Chai Glow Tea,
XL Coffee,
XL Coffee Refill,
XL Decaf Coffee,
XL Decaf Coffee Refill,
XL Earl Grey Tea,
XL Green Tea,
XL Lemongrass Green Tea,
XL Orange Pekoe Tea,
XL Peppermint Tea,
XL Premium Roast Coffee,
XL Premium Roast Decaf Coffee,
XL Roaring Black Tea,
XL Senior Orange Pekoe Tea,
XL Senior Peppermint Tea,
Yogurt,
Your donation helps families with sick children,
Zesty Lime McWrap,
Zesty Lime McWrap Extra Value Meal,
